Testes de variação de epocas de treino para a rede neural com a base de dados Hill.
Formato (Qt. epocas, Accuracy, Tempo de execução)
(244, 33.33333333333333, 0.3134164810180664)
(245, 33.33333333333333, 0.3129005432128906)
(246, 33.33333333333333, 0.31692004203796387)
(247, 33.33333333333333, 0.31640148162841797)
(248, 33.33333333333333, 0.31736278533935547)
(249, 33.33333333333333, 0.3226029872894287)
(250, 33.33333333333333, 0.3215348720550537)
(251, 33.33333333333333, 0.3209953308105469)
(252, 33.33333333333333, 0.32366204261779785)
(253, 33.33333333333333, 0.3265838623046875)
(254, 33.33333333333333, 0.3284785747528076)
(255, 33.33333333333333, 0.32841038703918457)
(256, 33.33333333333333, 0.32764387130737305)
(257, 33.33333333333333, 0.32963061332702637)
(258, 33.33333333333333, 0.3333125114440918)
(259, 33.33333333333333, 0.3295435905456543)
(260, 33.33333333333333, 0.3337593078613281)
(261, 33.33333333333333, 0.3373451232910156)
(262, 33.33333333333333, 0.33347344398498535)
(263, 33.33333333333333, 0.3426506519317627)
(264, 33.33333333333333, 0.33794450759887695)
(265, 33.33333333333333, 0.34426259994506836)
(266, 33.33333333333333, 0.3434171676635742)
(267, 33.33333333333333, 0.3431713581085205)
(268, 33.33333333333333, 0.34290122985839844)
(269, 33.33333333333333, 0.344074010848999)
(270, 33.33333333333333, 0.35737133026123047)
(271, 33.33333333333333, 0.3517181873321533)
(272, 33.33333333333333, 0.34975624084472656)
(273, 33.33333333333333, 0.35094285011291504)
(274, 33.33333333333333, 0.35280489921569824)
(275, 33.33333333333333, 0.34680986404418945)
(276, 33.33333333333333, 0.3510277271270752)
(277, 33.33333333333333, 0.3556647300720215)
(278, 33.33333333333333, 0.3565254211425781)
(279, 33.33333333333333, 0.3567814826965332)
(280, 33.33333333333333, 0.35650086402893066)
(281, 33.33333333333333, 0.3577432632446289)
(282, 33.33333333333333, 0.3625161647796631)
(283, 33.33333333333333, 0.3637821674346924)
(284, 33.33333333333333, 0.3625600337982178)
(285, 33.33333333333333, 0.3626406192779541)
(286, 33.33333333333333, 0.3636898994445801)
(287, 33.33333333333333, 0.3634681701660156)
(288, 33.33333333333333, 0.3664114475250244)
(289, 33.33333333333333, 0.3709547519683838)
(290, 33.33333333333333, 0.37464046478271484)
(291, 33.33333333333333, 0.36980199813842773)
(292, 33.33333333333333, 0.37281346321105957)
(293, 33.33333333333333, 0.37389445304870605)
(294, 33.33333333333333, 0.376389741897583)
(295, 33.33333333333333, 0.37870144844055176)
(296, 33.33333333333333, 0.3805980682373047)
(297, 33.33333333333333, 0.37857985496520996)
(298, 33.33333333333333, 0.3773629665374756)
(299, 33.33333333333333, 0.3805372714996338)
