Testes de variação de epocas de treino para a rede neural com a base de dados Hill.
Formato (Qt. epocas, Accuracy, Tempo de execução)
(123, 95.88477366255144, 16.555888891220093)
(124, 95.88477366255144, 17.04792284965515)
(125, 95.88477366255144, 17.123139142990112)
(126, 95.88477366255144, 17.28380537033081)
(127, 95.88477366255144, 15.78808331489563)
(128, 95.88477366255144, 16.82228446006775)
(129, 95.88477366255144, 17.34207248687744)
(130, 96.29629629629629, 17.19220733642578)
(131, 92.5925925925926, 17.403753519058228)
(132, 95.88477366255144, 13.710288524627686)
(133, 97.11934156378601, 18.380086421966553)
(134, 96.29629629629629, 17.034390926361084)
(135, 97.11934156378601, 13.896240234375)
(136, 96.29629629629629, 10.255971670150757)
(137, 95.88477366255144, 10.413287162780762)
(138, 94.23868312757202, 10.62107801437378)
(139, 96.29629629629629, 10.309664487838745)
(140, 95.88477366255144, 11.575985193252563)
