Testes de variação de epocas de treino para a rede neural com a base de dados Hill.
Formato (Qt. epocas, Accuracy, Tempo de execução)
(274, 48.559670781893004, 29.00104832649231)
(275, 48.559670781893004, 48.197863817214966)
(276, 48.559670781893004, 45.38048529624939)
(277, 48.559670781893004, 30.893924236297607)
(278, 45.267489711934154, 49.25141644477844)
(279, 48.559670781893004, 48.84939098358154)
(280, 48.559670781893004, 48.59721398353577)
(281, 48.559670781893004, 48.77952814102173)
(282, 48.559670781893004, 34.510749101638794)
(283, 48.559670781893004, 25.358736276626587)
(284, 48.559670781893004, 25.458953380584717)
(285, 48.148148148148145, 25.45638608932495)
(286, 48.148148148148145, 25.38236689567566)
(287, 48.559670781893004, 25.603976249694824)
(288, 48.148148148148145, 25.524141311645508)
(289, 37.86008230452675, 25.716768741607666)
(290, 48.559670781893004, 25.807213306427002)
(291, 37.4485596707819, 26.10342836380005)
(292, 48.559670781893004, 25.910459995269775)
(293, 48.559670781893004, 25.973291635513306)
(294, 47.73662551440329, 26.288792371749878)
(295, 48.559670781893004, 26.358585834503174)
(296, 48.559670781893004, 26.13433337211609)
(297, 48.559670781893004, 26.34234929084778)
(298, 48.559670781893004, 26.367502450942993)
(299, 48.559670781893004, 26.633334398269653)
